name,position,height/m,nationality,injury_history,apparence
Manuel Ugarte,Defensive Midfield,1.82,Uruguay,"[-1, 12, 327, 11, 149, 11, 1117, 7, 7, 10]","(245, 17099)"
Casemiro,Defensive Midfield,1.85,Brazil,"[-1, 22, 546, 5, 14, 7, 134, 68, 458, 3, 257, 36, 691, 16, 316, 13, 112, 7, 67, 7, 536, 84]","(628, 46369)"
Toby Collyer,Defensive Midfield,1.8,England,"[-1, 22, 32, 43]","(75, 4688)"
Kobbie Mainoo,Central Midfield,1.8,England,"[-1, 88, 361, 26, 91, 57]","(134, 8536)"
Christian Eriksen,Central Midfield,1.82,Denmark,"[-1, 5, 1158, 25, 619, 28, 1101, 29, 361, 6, 601, 232, 1, 26, 338, 68, 219, 42, 421, 3]","(649, 46324)"
Bruno Fernandes,Attacking Midfield,1.79,Portugal,"[-1, 3, 801, 11, 1079, 3, 779, 13]","(591, 46590)"
Alejandro Garnacho,Attacking Midfield,1.8,Argentina,"[-1, 54]","(198, 11667)"
Mason Mount,Attacking Midfield,1.81,England,"[-1, 22, 66, 60, 176, 5, 45, 1, 592, 8, 84, 11, 137, 8, 318, 3, 52, 35, 22, 37, 80, 38, 60, 111, 168, 23, 88, 89]","(370, 25914)"
Amad Diallo,Right Winger,1.73,Cote d'Ivoire,"[-1, 42, 145, 8, 512, 127, 1, 22, 413, 74]","(223, 14203)"
Rasmus Højlund,Centre-Forward,1.91,Denmark,"[-1, 10, 81, 31, 72, 17, 32, 4, 53, 15, 142, 51]","(211, 13242)"
Joshua Zirkzee,Centre-Forward,1.93,Netherlands,"[-1, 9, 23, 12, 70, 18, 19, 73, 543, 41, 22, 21, 27, 4, 345, 23, 41, 26, 313, 49]","(262, 15622)"
Chido Obi,Centre-Forward,1.88,Denmark,[-1],"(49, 2957)"
Nick Pope,Goalkeeper,1.98,England,"[-1, 163, 693, 8, 159, 50, 182, 9, 437, 13, 53, 29, 165, 153, 219, 45]","(348, 31058)"
Odysseas Vlachodimos,Goalkeeper,1.91,Greece,"[-1, 5, 458, 39, 2581, 8, 340, 6]","(450, 40391)"
Martin Dúbravka,Goalkeeper,1.91,Slovakia,"[-1, 10, 575, 26, 146, 119, 95, 7, 103, 70, 183, 11, 558, 3, 131, 6, 219, 29]","(436, 39220)"
Mark Gillespie,Goalkeeper,1.91,England,"[-1, 171, 147, 99]","(279, 25041)"
John Ruddy,Goalkeeper,1.92,England,"[-1, 141]","(553, 49556)"
Sven Botman,Centre-Back,1.93,Netherlands,"[-1, 28, 1335, 48, 108, 38, 334, 8, 150, 20, 13, 79, 96, 269, 54, 30, 1, 48]","(274, 23058)"
Fabian Schär,Centre-Back,1.86,Switzerland,"[-1, 1, 77, 88, 0, 12, 24, 15, 158, 11, 53, 53, 193, 4, 151, 1, 98, 4, 7, 5, 21, 8, 59, 8, 186, 36, 0, 2, 125, 5, 300, 8, 303, 14, 16, 6, 10, 6, 127, 6, 30, 36, 35, 3, 2, 16, 181, 75, 62, 27, 33, 3, 9, 78, 332, 10, 332, 7, 286, 7, 127, 19, 244, 4]","(461, 38006)"
Dan Burn,Centre-Back,2.01,England,"[-1, 80, 455, 39, 539, 50, 39, 24, 37, 3, 236, 6, 435, 38]","(522, 44247)"
Jamaal Lascelles,Centre-Back,1.88,England,"[-1, 29, 260, 13, 16, 6, 44, 27, 100, 22, 21, 13, 190, 66, 181, 52, 27, 19, 37, 57, -53, 16, 52, 15, 49, 59, 255, 6, 437, 33, 206, 10, 21, 18, 51, 339, 0, 84]","(328, 26094)"
Lewis Hall,Left-Back,1.79,England,"[-1, 125]","(142, 10001)"
Matt Targett,Left-Back,1.83,England,"[-1, 201, 138, 28, 410, 5, 47, 10, 212, 27, 5, 6, 88, 18, 163, 14, 194, 2, 561, 18, 129, 62, 245, 125, 14, 148, 35, 50, 148, 4, 17, 42]","(280, 21679)"
Jamal Lewis,Left-Back,1.78,Northern Ireland,"[-1, 155, 636, 6, 45, 13, 36, 6, 255, 6, 96, 16, 20, 2, 315, 29, 46, 62, 924, 100]","(207, 16145)"
Tino Livramento,Right-Back,1.82,England,"[-1, 29, 81, 354, 274, 9, 51, 33, 32, 14, 211, 6]","(169, 12119)"
Kieran Trippier,Right-Back,1.73,England,"[-1, 15, 347, 17, 85, 34, 80, 20, 300, 36, 627, 33, 65, 78, 604, 11, 57, 70, 157, 43]","(568, 46908)"
Emil Krafth,Right-Back,1.84,Sweden,"[-1, 35, 31, 68, 288, 9, 2, 4, 514, 13, 654, 152, 31, 53, 712, 343, 465, 67]","(308, 22938)"
Bruno Guimarães,Defensive Midfield,1.82,Brazil,"[-1, 11, 591, 23, 138, 20]","(329, 24106)"
Sandro Tonali,Central Midfield,1.81,Italy,"[-1, 10, 18, 17, 271, 3, 18, 3, 15, 2, 9, 5, 22, 5, 64, 7, 305, 3, 140, 13, 35, 7, 50, 9]","(330, 24913)"
Joelinton,Central Midfield,1.86,Brazil,"[-1, 38, 187, 11, 2, 3, 23, 3, 96, 38, 104, 7, 127, 3, 37, 10, 2, 5, 132, 3, 567, 15, 30, 9, 68, 25, 341, 10, 105, 33, 62, 10, 12, 119, 275, 28, 50, 34]","(364, 26057)"
Joe Willock,Central Midfield,1.86,England,"[-1, 13, 829, 11, 94, 7, 21, 25, 358, 19, 57, 84, 32, 92, 43, 45, 100, 15, 122, 4, 79, 13]","(277, 16424)"
Sean Longstaff,Central Midfield,1.87,England,"[-1, 7, 651, 121, 62, 28, 277, 25, 1006, 24, 175, 28]","(324, 23263)"
Lewis Miley,Central Midfield,1.89,England,"[-1, 17, 145, 57, 43, 108]","(94, 6103)"
Anthony Gordon,Left Winger,1.83,England,"[-1, 7, 65, 23, 410, 13, 152, 5, 99, 5, 39, 25]","(255, 16366)"
Harvey Barnes,Left Winger,1.82,England,"[-1, 123, 168, 32, 202, 13, 234, 16, 154, 131, 30, 29, 288, 34]","(365, 24319)"
Jacob Murphy,Right Winger,1.79,England,"[-1, 94, 278, 10]","(453, 27640)"
Alexander Isak,Centre-Forward,1.92,Sweden,"[-1, 4, 245, 33, 299, 8, 18, 4, 14, 6, 9, 18, 10, 30, 934, 12, 30, 16, 350, 107, 294, 31, 67, 25, 205, 34, 85, 4, 42, 5]","(324, 21685)"
Callum Wilson,Centre-Forward,1.8,England,"[-1, 190, 306, 261, 412, 9, 20, 16, 1, 50, 274, 13, 323, 20, 39, 8, 27, 57, 34, 18, 97, 49, 71, 126, 112, 36, 37, 11, 317, 14, 31, 32, 18, 38, 10, 65, 21, 12, 63, 130, 12, 61]","(392, 27399)"
William Osula,Centre-Forward,1.91,Denmark,[-1],"(74, 2320)"
Emiliano Martínez,Goalkeeper,1.95,Argentina,"[-1, 10, 956, 6, 52, 3]","(350, 31038)"
Robin Olsen,Goalkeeper,1.96,Sweden,"[-1, 78, 191, 3, 73, 6]","(300, 26606)"
Pau Torres,Centre-Back,1.92,Spain,"[-1, 22, 393, 21, 991, 6, 13, 31, 331, 63]","(353, 30597)"
Ezri Konsa,Centre-Back,1.83,England,"[-1, 5, 177, 14, 302, 13, 506, 57, 574, 27, 266, 3, 77, 14]","(371, 31486)"
Tyrone Mings,Centre-Back,1.96,England,"[-1, 388, 364, 222, 520, 6, 66, 23, 1320, 446, 44, 3, 42, 16, 14, 8]","(274, 22288)"
Kortney Hause,Centre-Back,1.91,England,"[-1, 117, 530, 49, 565, 24, 104, 12, 323, 11, 74, 71, 23, 93, 336, 116, 124, 883]","(199, 16295)"
Ian Maatsen,Left-Back,1.78,Netherlands,"[-1, 31, 257, 6, 558, 3]","(280, 20491)"
Lucas Digne,Left-Back,1.78,France,"[-1, 17, 385, 26, 759, 8, 360, 8, 364, 6, 46, 20, 119, 12, 212, 6, 24, 5, 226, 7, 57, 28, 264, 47, 427, 8, 19, 17, 145, 41, 79, 21, 326, 43]","(459, 36305)"
Matty Cash,Right-Back,1.85,Poland,"[-1, 75, 1547, 18, 545, 26, 182, 36, 1, 5, 235, 3, 81, 23, 30, 32, 73, 46, 28, 7, 80, 19, 7, 8]","(335, 25081)"
Axel Disasi,Right-Back,1.91,France,"[-1, 14, 634, 12, 177, 6, 13, 5, 33, 62]","(313, 25914)"
Andrés García,Right-Back,1.85,Spain,"[-1, 116]","(61, 4087)"
Amadou Onana,Defensive Midfield,1.95,Belgium,"[-1, 12, 124, 8, 690, 11, 201, 28, 299, 16, 36, 14, 45, 13, 3, 36]","(237, 15280)"
Boubacar Kamara,Defensive Midfield,1.84,France,"[-1, 54, 248, 47, 101, 19, 990, 19, 234, 8, 350, 47, 132, 7, 17, 27, 287, 263, 23, 3, 83, 17]","(298, 23717)"
Lamare Bogarde,Defensive Midfield,1.85,Netherlands,[-1],"(130, 9556)"
Youri Tielemans,Central Midfield,1.77,Belgium,"[-1, 12, 425, 50, 1393, 31, 446, 44, 247, 31, 106, 12, 7, 27, 329, 24]","(544, 41801)"
John McGinn,Central Midfield,1.78,Scotland,"[-1, 24, 34, 27, 149, 40, 543, 31, 562, 6, 525, 168, 361, 4, 576, 35, 602, 10, 90, 21]","(519, 42600)"
Ross Barkley,Central Midfield,1.89,England,"[-1, 22, 203, 53, 1040, 135, 38, 57, 201, 3, 43, 7, 316, 48, 8, 11, 205, 9, 121, 60, 964, 25, 396, 9, 60, 87]","(444, 28388)"
Jacob Ramsey,Left Midfield,1.8,England,"[-1, 47, 175, 81, 14, 52, 50, 17, 34, 120, 97, 3, 46, 36]","(240, 15011)"
Morgan Rogers,Attacking Midfield,1.87,England,"[-1, 27]","(253, 17358)"
Marco Asensio,Attacking Midfield,1.82,Spain,"[-1, 2, 796, 4, 70, 11, 81, 3, 298, 40, 61, 2, 115, 250, 157, 27, 8, 11, 351, 17, 59, 11, 20, 18, 98, 5, 483, 76, 99, 28]","(447, 24771)"
Marcus Rashford,Left Winger,1.85,England,"[-1, 9, 180, 9, 108, 142, 156, 13, 236, 94, 90, 5, 107, 16, 108, 16, 181, 13, 8, 12, 22, 14, 201, 3, 388, 12, 98, 31]","(457, 30312)"
Leon Bailey,Right Winger,1.78,Jamaica,"[-1, 8, 231, 8, 35, 5, 205, 22, 242, 41, 111, 24, 5, 15, 79, 8, 215, 26, 229, 54, 51, 21, 10, 33, 45, 68, 80, 31, 130, 7, 176, 24, 149, 11, 224, 14, 94, 16, 87, 3, 61, 7, 34, 20]","(377, 23591)"
Donyell Malen,Right Winger,1.76,Netherlands,"[-1, 26, 28, 242, 438, 4, 161, 99, 35, 26, 38, 5, 129, 3, 388, 17, 3, 16, 153, 5, 146, 6]","(348, 20978)"
Ollie Watkins,Centre-Forward,1.8,England,"[-1, 9, 144, 13, 26, 19]","(444, 35121)"
Bart Verbruggen,Goalkeeper,1.94,Netherlands,"[-1, 3]","(131, 11940)"
Carl Rushworth,Goalkeeper,1.91,England,"[-1, 93]","(170, 15141)"
Jason Steele,Goalkeeper,1.88,England,"[-1, 7, 1882, 111, 592, 29, 308, 15, 1121, 102]","(364, 32646)"
Tom McGill,Goalkeeper,1.85,Canada,[-1],"(117, 10464)"
Jan Paul van Hecke,Centre-Back,1.89,Netherlands,"[-1, 31, 120, 24, 185, 15]","(209, 17332)"
Igor,Centre-Back,1.88,Brazil,"[-1, 38, 217, 13, 1294, 45, 480, 15, 866, 117]","(272, 20586)"
Adam Webster,Centre-Back,1.9,England,"[-1, 20, 66, 7, 67, 21, 22, 21, 51, 107, -102, 108, 94, 53, 95, 25, 73, 19, 232, 6, 12, 4, 8, 21, 93, 62, 120, 21, 215, 10, 14, 3, 203, 17, 200, 38, 44, 25, 55, 50, 256, 17, 125, 13, 186, 39, 285, 81, 89, 33]","(365, 28278)"
Lewis Dunk,Centre-Back,1.92,England,"[-1, 12, 163, 16, 1010, 53, 1077, 12, 25, 50]","(489, 42427)"
Eiran Cashin,Centre-Back,1.84,Ireland,"[-1, 12, 569, 12, 108, 33, 5, 3]","(212, 17553)"
Ferdi Kadıoğlu,Left-Back,1.74,Türkiye,"[-1, 6, 287, 1, 500, 29, 144, 21, 510, 9, 83, 15, 217, 9, 94, 18, 19, 6, 29, 32, 122, 9, 65, 3, 37, 10, 272, 18, 10, 3, 65, 7, 106, 15, 63, 4, 68, 5, 14, 12, 53, 203]","(298, 20271)"
Pervis Estupiñán,Left-Back,1.75,Ecuador,"[-1, 29, 17, 41, 269, 30, 126, 48, 515, 18, 44, 4, 99, 28, 891, 40, 1, 49, 109, 78, -77, 140, 146, 30]","(337, 24350)"
Tariq Lamptey,Right-Back,1.63,Ghana,"[-1, 14, 52, 8, 1, 71, 2, 3, 6, 197, 215, 9, 310, 88, 128, 41, 10, 42, 94, 31, 94, 14, 140, 6, 58, 39]","(208, 12969)"
Joël Veltman,Right-Back,1.84,Netherlands,"[-1, 274, 499, 15, 39, 50, 43, 55, 469, 27, 10, 10, 273, 3, 299, 1, 35, 1, 112, 3, 250, 1, 177, 288, 294, 8, 65, 120, 247, 4, 190, 14, 110, 14, 719, 51, 96, 11, 129, 4, 56, 23, 62, 64]","(445, 35278)"
Carlos Baleba,Defensive Midfield,1.79,Cameroon,"[-1, 8]","(113, 6472)"
Mats Wieffer,Defensive Midfield,1.88,Netherlands,"[-1, 19, 648, 56, 104, 13, 311, 3, 164, 62, 68, 24, 96, 30, -28, 51]","(255, 18690)"
Jack Hinshelwood,Central Midfield,1.82,England,"[-1, 181, 99, 77]","(116, 8947)"
Matt O'Riley,Central Midfield,1.89,Denmark,"[-1, 74, 112, 31]","(265, 19740)"
Yasin Ayari,Central Midfield,1.72,Sweden,"[-1, 15, 156, 3, 130, 8]","(119, 5947)"
Diego Gómez,Central Midfield,1.85,Paraguay,"[-1, 32, 195, 69]","(112, 7126)"
James Milner,Central Midfield,1.75,England,"[-1, 43, 1659, 15, 1081, 15, 28, 19, 63, 5, 149, 13, 716, 7, 57, 13, 55, 8, 2, 12, 61, 13, 296, 40, 5, 13, 112, 9, 9, 13, 62, 7, 62, 29, 127, 16, 90, 25, 46, 30, 344, 11, 41, 24, 249, 26, 108, 134, 80, 15, 17, 237]","(881, 56166)"
Kaoru Mitoma,Left Winger,1.78,Japan,"[-1, 38, 636, 15, 23, 35, 29, 129, 281, 12, 14, 8]","(204, 13537)"
Simon Adingra,Left Winger,1.75,Cote d'Ivoire,"[-1, 5, 345, 25, 250, 19]","(181, 10790)"
Yankuba Minteh,Right Winger,1.8,The Gambia,"[-1, 35, 326, 28]","(98, 6030)"
Brajan Gruda,Right Winger,1.78,Germany,"[-1, 29, 167, 3, -2, 3, 46, 7, 80, 12, 87, 3, -2, 4, 29, 16, 53, 34, 123, 10, -9, 10]","(95, 5550)"
Solly March,Right Winger,1.8,England,"[-1, 5, 548, 16, 206, 5, 3, 9, 51, 48, 7, 3, 169, 8, 112, 19, 77, 147, 58, 14, 609, 32, 131, 430, 32, 30, 20, 16, 34, 61]","(306, 18473)"
João Pedro,Centre-Forward,1.88,Brazil,"[-1, 19, 1139, 21, 77, 57, 352, 55, 282, 8]","(215, 14516)"
Georginio Rutter,Centre-Forward,1.82,France,"[-1, 10, 452, 50, 1008, 57]","(203, 12399)"
Danny Welbeck,Centre-Forward,1.85,England,"[-1, 12, 108, 68, 220, 22, 214, 22, 1288, 4, 32, 123, 0, 155, 95, 239, 105, 4, 151, 25, 4, 34, 356, 204, 142, 104, 263, 6, 66, 38, 169, 35, 31, 90, 363, 13, 31, 1, 259, 57, 361, 31]","(494, 29450)"
Alphonse Areola,Goalkeeper,1.95,France,"[-1, 8, 229, 13, 763, 16]","(366, 32565)"
Wes Foderingham,Goalkeeper,1.85,England,"[-1, 18]","(455, 40917)"
Lukasz Fabianski,Goalkeeper,1.9,Poland,"[-1, 62, 39, 10, 377, 17, 12, 136, 369, 38, 71, 39, 1, 95, 82, 27, 2092, 4, 186, 2, 50, 96, 10, 17, 338, 17, 42, 8, 1393, 15]","(515, 45706)"
Maximilian Kilman,Centre-Back,1.94,England,"[-1, 40]","(247, 21052)"
Jean-Clair Todibo,Centre-Back,1.9,France,"[-1, 7, 97, 16, 70, 23, 13, 27, 129, 10, 12, 93, -24, 27, 1, 26, 16, 21, 1011, 5, 95, 4, 404, 37]","(192, 15628)"
Konstantinos Mavropanos,Centre-Back,1.94,Greece,"[-1, 127, 206, 61, 140, 15, 94, 8, 74, 36, 3, 47, 28, 11, 301, 22, 39, 8, 0, 11, 287, 8, 83, 6, 94, 12, 92, 8, 242, 24]","(241, 18884)"
Kaelan Casey,Centre-Back,1.85,England,[-1],"(108, 8985)"
Emerson,Left-Back,1.76,Italy,"[-1, 43, 536, 15, 143, 15, 39, 158, 315, 13, 350, 41, 689, 4, 129, 8, 772, 6, 297, 11]","(311, 21979)"
Oliver Scarles,Left-Back,1.8,England,[-1],"(112, 7672)"
Aaron Cresswell,Left-Back,1.7,England,"[-1, 85, 46, 12, 686, 6, 30, 6, 44, 15, 3, 3, 16, 6, 2, 6, 33, 52, 128, 19, 48, 3, 20, 8, 196, 9, 93, 7, 41, 4, 1565, 11]","(587, 49048)"
Aaron Wan-Bissaka,Right-Back,1.83,DR Congo,"[-1, 13, 79, 21, 185, 11, 14, 23, 135, 6, 632, 6, 41, 10, 232, 44, 326, 45, 63, 73]","(274, 23389)"
Vladimír Coufal,Right-Back,1.74,Czech Republic,"[-1, 74, 543, 22, 136, 16, 1026, 47, 397, 14, 640, 47]","(455, 36949)"
Edson Álvarez,Defensive Midfield,1.9,Mexico,"[-1, 5, 1148, 4, 340, 3, 526, 58, 168, 9, 67, 22]","(359, 26424)"
Tomas Soucek,Defensive Midfield,1.92,Czech Republic,"[-1, 10, 182, 6]","(431, 35745)"
Guido Rodríguez,Defensive Midfield,1.85,Argentina,"[-1, 7, 333, 11, 1041, 94]","(396, 32145)"
Carlos Soler,Central Midfield,1.8,Spain,"[-1, 48, 572, 59, 13, 22, 299, 17, 354, 26, 83, 15]","(369, 24773)"
James Ward-Prowse,Central Midfield,1.77,England,"[-1, 71, 789, 4, 1103, 9, 268, 15]","(499, 36312)"
Andrew Irving,Central Midfield,1.9,Scotland,"[-1, 61, 874, 8, 476, 3, 580, 22]","(210, 13142)"
Lucas Paquetá,Attacking Midfield,1.8,Brazil,"[-1, 16, 158, 7, 1115, 20, 98, 11, 45, 7, 269, 46, 344, 16, 7, 18]","(339, 23921)"
Crysencio Summerville,Left Winger,1.74,Netherlands,"[-1, 8, 1171, 69, 197, 18, 190, 23, 499, 186]","(218, 14695)"
Mohammed Kudus,Right Winger,1.77,Ghana,"[-1, 8, 13, 80, 5, 27, 157, 63, 60, 84, 335, 7, 84, 29, 80, 13]","(235, 15266)"
Jarrod Bowen,Right Winger,1.76,England,"[-1, 3, 1261, 13, 345, 34]","(379, 30227)"
Luis Guilherme,Right Winger,1.75,Brazil,[-1],"(62, 1657)"
Evan Ferguson,Centre-Forward,1.88,Ireland,"[-1, 21, 123, 19, 191, 147, 122, 38]","(136, 6747)"
Niclas Füllkrug,Centre-Forward,1.89,Germany,"[-1, 4, 112, 159, 115, 8, 137, 18, 7, 5, 336, 165, 343, 15, 60, 22, 728, 15, 35, 144, 133, 260, 0, 8, 137, 67, 14, 29, 53, 15, 255, 15, 207, 4, 88, 4, 153, 10, 1, 26, 110, 12, 238, 3, 119, 86, 40, 81]","(437, 28443)"
Danny Ings,Centre-Forward,1.77,England,"[-1, 26, 161, 32, 364, 211, 167, 289, 381, 6, 75, 32, 19, 16, 16, 56, 583, 35, 14, 9, 9, 20, 726, 1]","(419, 26336)"
Michail Antonio,Centre-Forward,1.8,Jamaica,"[-1, 78, 1278, 12, 97, 18, 4, 125, 71, 40, 25, 42, 57, 133, 16, 6, 363, 86, 38, 23, 5, 6, 262, 5, 2, 36, 3, 27, 41, 10, 49, 24, 933, 87, 299, 177]","(560, 39213)"
Matz Sels,Goalkeeper,1.88,Belgium,"[-1, 190, 1357, 8]","(435, 39151)"
Carlos Miguel,Goalkeeper,2.04,Brazil,"[-1, 50]","(36, 3093)"
Wayne Hennessey,Goalkeeper,1.98,Wales,"[-1, 8, 45, 183, 25, 254, 1052, 5, 484, 11, 420, 13, -12, 16, 14, 19, 625, 123]","(350, 31371)"
Murillo,Centre-Back,1.8,Brazil,"[-1, 9]","(121, 10687)"
Nikola Milenković,Centre-Back,1.95,Serbia,"[-1, 3, 843, 11, 131, 9, 185, 4, -3, 4, 138, 23, 142, 6, 39, 4]","(348, 29864)"
Morato,Centre-Back,1.92,Brazil,"[-1, 18, 949, 53]","(174, 12513)"
Willy Boly,Centre-Back,1.95,Cote d'Ivoire,"[-1, 89, 339, 21, 19, 26, 32, 15, 101, 21, 108, 7, 12, 70, 351, 86, 292, 63]","(376, 31924)"
Álex Moreno,Left-Back,1.79,Spain,"[-1, 11, 633, 15, 213, 9, 639, 8, 399, 8, 390, 12, 226, 16, 133, 3, -2, 4, 485, 119, 213, 47]","(420, 29821)"
Harry Toffolo,Left-Back,1.83,England,"[-1, 13]","(387, 30825)"
Neco Williams,Right-Back,1.83,Wales,"[-1, 17, 356, 3, 9, 4, 23, 6, 143, 3, 51, 9, 48, 3, 10, 3, 886, 34, 96, 30, 210, 35]","(228, 16224)"
Ola Aina,Right-Back,1.84,Nigeria,"[-1, 8, 71, 12, 92, 3, 67, 3, 487, 23, 749, 94, 65, 43, 289, 32, 372, 26]","(343, 26194)"
Ibrahim Sangaré,Defensive Midfield,1.91,Cote d'Ivoire,"[-1, 74, 982, 15, 352, 4, 49, 4, 105, 6, 366, 8, 197, 129]","(260, 20550)"
Danilo,Defensive Midfield,1.77,Brazil,"[-1, 9, 1008, 64, 287, 147, -9, 10]","(203, 13746)"
Elliot Anderson,Central Midfield,1.79,England,"[-1, 15, 1096, 126]","(172, 10869)"
Nicolás Domínguez,Central Midfield,1.79,Argentina,"[-1, 5, 45, 41, 213, 11, 2, 6, 5, 78, 155, 7, 169, 22]","(264, 17644)"
Ryan Yates,Central Midfield,1.9,England,"[-1, 35, 21, 53]","(323, 23746)"
Eric da Silva Moreira,Right Midfield,1.85,Germany,[-1],"(59, 4313)"
Morgan Gibbs-White,Attacking Midfield,1.71,England,"[-1, 3, 85, 69, 54, 95, 120, 90]","(266, 17758)"
Callum Hudson-Odoi,Left Winger,1.78,England,"[-1, 144, 70, 8, 67, 64, -25, 15, 81, 15, 157, 19, 434, 64, 164, 8, 100, 5, 77, 21, 162, 35, 402, 8, 17, 22, 81, 16]","(279, 17196)"
Ramón Sosa,Left Winger,1.79,Paraguay,"[-1, 6, 30, 13, 175, 23, 148, 19]","(180, 12014)"
Anthony Elanga,Right Winger,1.78,Sweden,[-1],"(206, 13136)"
Jota Silva,Right Winger,1.79,Portugal,[-1],"(195, 11152)"
Taiwo Awoniyi,Centre-Forward,1.83,Nigeria,"[-1, 79, 716, 16, 234, 82, 603, 88, 229, 75, 45, 156, 180, 6, 46, 15, 26, 15]","(275, 15835)"
Chris Wood,Centre-Forward,1.91,New Zealand,"[-1, 64, 63, 16, 83, 8, 435, 20, 37, 6, 16, 6, 37, 13, 98, 30, 212, 18, 445, 12, 314, 96, 211, 35, 386, 18]","(590, 38592)"
Dean Henderson,Goalkeeper,1.88,England,"[-1, 30, 20, 32, 499, 168, 89, 80, 394, 4]","(274, 24604)"
Matt Turner,Goalkeeper,1.91,United States,"[-1, 15, 1, 70, 1079, 5]","(170, 15386)"
Remi Matthews,Goalkeeper,1.92,England,"[-1, 93, 2134, 3]","(217, 19308)"
Marc Guéhi,Centre-Back,1.82,England,"[-1, 11, 1051, 89]","(318, 27728)"
Maxence Lacroix,Centre-Back,1.9,France,"[-1, 10, 472, 7, 373, 71]","(213, 18104)"
Chadi Riad,Centre-Back,1.87,Morocco,"[-1, 123, 27, 343]","(83, 6591)"
Chris Richards,Centre-Back,1.88,United States,"[-1, 46, 84, 8, 347, 15, 115, 5, 70, 74, 207, 60, 18, 74, 80, 58, 504, 19, 161, 38, 149, 11]","(185, 14512)"
Tyrick Mitchell,Left-Back,1.81,England,"[-1, 120, 14, 43, 21, 15, 232, 29, 2, 22]","(192, 15999)"
Ben Chilwell,Left-Back,1.8,England,"[-1, 64, 511, 60, 165, 11, 53, 15, 168, 18, 95, 8, 87, 8, 116, 78, 273, 8, 147, 179, 168, 90, 95, 29, 116, 99, 0, 6, 59, 9, 12, 13, -9, 7, 17, 23, 213, 8]","(283, 21419)"
Daniel Muñoz,Right-Back,1.81,Colombia,"[-1, 24, 213, 4]","(337, 28998)"
Nathaniel Clyne,Right-Back,1.75,England,"[-1, 22, 410, 25, 1292, 258, 246, 19, 120, 13, 89, 343, 215, 2]","(465, 38352)"
Caleb Kporha,Right-Back,,England,[-1],"(38, 2871)"
Joel Ward,Right-Back,1.86,England,"[-1, 38, 1096, 24, 380, 55, 276, 35, 70, 13, 1038, 52, 306, 11, 37, 45]","(491, 40387)"
Adam Wharton,Defensive Midfield,1.82,England,"[-1, 93, 94, 7]","(140, 9767)"
Cheick Doucouré,Defensive Midfield,1.8,Mali,"[-1, 19, 620, 7, 890, 13, 39, 187, 108, 44, 88, 129]","(197, 15122)"
Jefferson Lerma,Defensive Midfield,1.79,Colombia,"[-1, 48, 128, 26, 34, 29, 53, 22, 157, 24, 79, 14, 68, 9, 250, 10, 80, 5, 6, 9, 2, 27, 240, 9, 1047, 35, 179, 31, 246, 9]","(442, 34797)"
Kaden Rodney,Defensive Midfield,,England,[-1],"(100, 7966)"
Will Hughes,Central Midfield,1.85,England,"[-1, 60, 240, 4, 84, 5, 10, 9, 495, 237, 606, 89, 260, 13, 12, 24, 16, 13, 240, 13, 86, 34, 1795, 8]","(432, 29334)"
Justin Devenny,Central Midfield,1.84,Northern Ireland,[-1],"(112, 5999)"
Eberechi Eze,Attacking Midfield,1.78,England,"[-1, 2, 69, 4, 178, 163, 705, 30, 24, 20, 47, 32, 243, 27, 70, 9]","(303, 22037)"
Ismaïla Sarr,Attacking Midfield,1.85,Senegal,"[-1, 101, 653, 33, 58, 35, 638, 42, 6, 21, 31, 18, 542, 20, 176, 38, 285, 6]","(325, 24417)"
Daichi Kamada,Attacking Midfield,1.8,Japan,"[-1, 22, 438, 4, 133, 12, 752, 12, 59, 15, 336, 8, 322, 15, 266, 5, 374, 7, 152, 5]","(378, 25815)"
Matheus França,Attacking Midfield,1.84,Brazil,"[-1, 332]","(85, 3103)"
Romain Esse,Right Winger,1.78,England,"[-1, 5]","(77, 3535)"
Malcolm Ebiowei,Right Winger,1.85,England,[-1],"(71, 3454)"
Jean-Philippe Mateta,Centre-Forward,1.92,France,"[-1, 2, 151, 132, 1917, 22]","(308, 19693)"
Eddie Nketiah,Centre-Forward,1.75,England,"[-1, 115, 462, 43, 665, 6]","(284, 13433)"
Kepa Arrizabalaga,Goalkeeper,1.88,Spain,"[-1, 15, 74, 60, 181, 8, 75, 5, 7, 57, 383, 4, 607, 58, 1055, 23, 330, 11]","(382, 34144)"
Will Dennis,Goalkeeper,1.88,England,[-1],"(68, 6074)"
Dean Huijsen,Centre-Back,1.97,Spain,"[-1, 10, 508, 5, 315, 6]","(122, 9786)"
Ilya Zabarnyi,Centre-Back,1.89,Ukraine,"[-1, 6, 333, 13, 378, 50]","(175, 15341)"
Marcos Senesi,Centre-Back,1.85,Argentina,"[-1, 11, 499, 5, 138, 22, 21, 13, 5, 4, 862, 33, 128, 10, 103, 123]","(277, 22407)"
James Hill,Centre-Back,1.84,England,"[-1, 174, 265, 9, 360, 47, 312, 44]","(116, 8388)"
Matai Akinmboni,Centre-Back,1.88,United States,"[-1, 15]","(31, 1767)"
Max Kinsey,Centre-Back,1.84,England,[-1],"(7, 382)"
Milos Kerkez,Left-Back,1.8,Hungary,[-1],"(190, 14678)"
Julio Soler,Left-Back,1.75,Argentina,"[-1, 15, 67, 7]","(68, 4863)"
